,Unnamed: 0,gameID,tc,timeclass,w_accuracy,b_accuracy,w_rating,b_rating,w_result,b_result,w_user,b_user,w_rapid_wins,w_rapid_losses,w_rapid_draws,w_blitz_rating,w_blitz_wins,w_blitz_losses,w_blitz_draws,w_bullet_rating,w_bullet_wins,w_bullet_losses,w_bullet_draws,w_tactics_rating,w_rush_rating,b_rapid_rating,b_rapid_wins,b_rapid_losses,b_rapid_draws,b_blitz_rating,b_blitz_wins,b_blitz_losses,b_blitz_draws,b_bullet_rating,b_bullet_wins,b_bullet_losses,b_bullet_draws,b_tactics_rating,b_rush_rating,w_rapid_rating,moves,opening
1423,1423,56879435595,600,rapid,NULL,NULL,796,806,resigned,win,11820022BATDAU,Neerajgupta945,288.0,249.0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,828.0,51.0,65.0,10.0,NULL,NULL,NULL,NULL,1010.0,0.0,1.0,0.0,501.0,NULL,796.0,1. f4  1... e6  2. Nf3  2... f6  3. d4  3... d5  4. e3  4... Bb4+  5. c3  5... Ba5  6. Be2  6... Nh6  7. O-O  7... O-O  8. Nh4  8... f5  9. b4  9... Bb6  10. Nd2  10... Qxh4  11. g3  11... Qh3  12. e4  12... Ng4  13. Nf3  13... fxe4  14. Rf2  14... exf3  15. Bxf3  15... Nxf2  16. Kxf2  16... Qxh2+  17. Ke3  17... Qxg3  18. Kd3  18... Qg6+  19. Kd2  19... e5  20. Bh5  20... Qg2+  21. Kd3  21... exd4  22. cxd4  22... Qe4+  23. Kc3  23... Nc6  24. Bf3  24... Qf5  25. Bxd5+  25... Qxd5  0-1,Birds-Opening
1424,1424,56849970121,600,rapid,84.4,74.1,952,978,win,checkmated,11912256A,Alisson7Nascimento,11.0,9.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412.0,NULL,978.0,5.0,5.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,952.0,1. d4  1... Nf6  2. Nf3  2... d6  3. Nc3  3... e5  4. e3  4... exd4  5. exd4  5... Bg4  6. Be2  6... Bxf3  7. Bxf3  7... Nbd7  8. Bxb7  8... Rb8  9. Bc6  9... Ng4  10. Qxg4  10... Rb6  11. d5  11... g6  12. Na4  12... Ra6  13. Bb5  13... f5  14. Qd4  14... Ra5  15. Bc6  15... Rg8  16. O-O  16... Bg7  17. Re1+  17... Kf7  18. Qb4  18... Rc5  19. Nxc5  19... Nxc5  20. c3  20... Ne4  21. f3  21... Nxc3  22. bxc3  22... Qf6  23. Re6  23... Qxc3  24. Qxc3  24... Bxc3  25. Rb1  25... Re8  26. Bxe8+  26... Kf8  27. Rb8  27... Bd4+  28. Kf1  28... g5  29. Bxg5  29... a6  30. Bh6+  30... Kg8  31. Re7  31... Ba7  32. Rc8  32... Bd4  33. Bg6#  1-0,Indian-Game-Tartakower-Defense
1425,1425,56953161037,600,rapid,NULL,NULL,984,1062,resigned,win,BD247365,11ches,1242.0,1261.0,81.0,1391.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,411.0,NULL,1062.0,237.0,185.0,26.0,960.0,705.0,695.0,66.0,791.0,77.0,42.0,6.0,723.0,7.0,984.0,1. c4  1... e5  2. Nc3  2... Nf6  3. e3  3... Bb4  4. Nd5  4... Nxd5  5. cxd5  5... O-O  6. a3  6... Bc5  7. b4  7... Bb6  8. Bb2  8... d6  9. Be2  9... Bf5  10. Nf3  10... Nd7  11. O-O  11... Nf6  12. d3  12... Nxd5  13. e4  13... Bxe4  14. dxe4  14... Nf4  15. Bc1  15... Qf6  16. Bxf4  16... Qxf4  17. g3  17... Qf6  18. Qd5  18... c6  19. Qd1  19... Rfe8  20. a4  20... Rad8  21. a5  21... Bd4  22. Rc1  22... c5  23. Nxd4  23... exd4  24. bxc5  24... dxc5  25. Rxc5  25... Re5  26. Rc7  26... Re7  27. Rc5  27... h6  28. e5  28... Rxe5  29. Rxe5  29... Qxe5  30. Re1  30... Qxa5  31. Bd3  31... g6  32. Kf1  32... Qd5  33. Kg1  33... b5  34. Re7  34... a5  35. Qe1  35... b4  36. Re8+  36... Rxe8  37. Qxe8+  37... Kg7  38. Qa4  38... Qf3  39. Bf1  39... Qa3  40. Qd1  40... b3  41. Qxd4+  41... Kh7  42. Qd7  42... Kg7  43. Bc4  43... Qc1+  44. Kg2  44... Qxc4  45. h4  45... b2  46. Qb7  46... Qb4  47. Qxb4  47... axb4  0-1,English-Opening-Two-Knights-Variation
1426,1426,56953756417,180+2,blitz,NULL,NULL,1028,1056,resigned,win,11mleo10,kimbeasley,147.0,93.0,7.0,1028.0,798.0,663.0,62.0,1043.0,13.0,12.0,0.0,1078.0,19.0,1325.0,4.0,1.0,2.0,1056.0,1632.0,1619.0,126.0,1002.0,1031.0,865.0,62.0,817.0,NULL,1426.0,1. e4  1... e5  2. Nf3  2... Nc6  3. Bc4  3... Bc5  4. d3  4... h6  5. h3  5... Nf6  6. Nc3  6... O-O  7. a3  7... a6  8. g4  8... d6  9. g5  9... hxg5  10. Bxg5  10... Be6  11. Bxe6  11... fxe6  12. Rg1  12... Qe8  13. Bh6  13... Nh5  14. Bd2  14... Qf7  0-1,Giuoco-Piano-Game-Giuoco-Pianissimo-Variation
1427,1427,56821876375,600,rapid,68.17,74.26,984,1136,timeout,win,11oht,ROBENG,0.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1147.0,5460.0,5302.0,379.0,904.0,6937.0,6450.0,454.0,1362.0,1.0,2.0,0.0,1048.0,6.0,984.0,1. b4  1... e6  2. Nc3  2... Bxb4  3. Nb5  3... a6  4. Nd4  4... Bd6  5. Ngf3  5... Nf6  6. g3  6... O-O  7. Bh3  7... h6  8. O-O  8... c5  9. Nb3  9... a5  10. Rb1  10... a4  11. Na1  11... b6  12. Nh4  12... Be7  13. d3  13... Nd5  14. e4  14... Nc7  15. Ng2  15... Bf6  16. Ne3  16... b5  17. Ng4  17... Bxa1  18. Rxa1  18... Nc6  19. Ba3  19... b4  20. Bc1  20... Ba6  21. Ne3  21... d6  22. a3  22... bxa3  23. Bxa3  23... Ne5  24. Bg2  24... Ng6  25. Nc4  25... Bxc4  26. dxc4  26... Ne5  27. Qf3  27... Nxf3+  28. Bxf3  28... Ne8  29. Be2  29... Nf6  30. f4  30... Nxe4  31. g4  31... Nd2  32. Rf2  32... Ne4  33. Rf3  33... Nc3  34. Bd3  34... e5  35. fxe5  35... dxe5  36. Bf5  36... Qd4+  37. Kg2  37... Ne4  38. Re1  38... Ng5  39. Rfe3  39... Rfd8  40. Rxe5  40... Qxc4  41. Bc1  41... a3  42. Be3  42... Qxc2+  43. Kf1  43... Qxh2  44. Bxc5  44... a2  45. Bd4  45... Nf3  46. Ra1  46... Nxd4  47. Bd3  47... Qh1+  48. Kf2  48... Qxa1  49. Ke3  49... Qb2  0-1,Polish-Opening
1428,1428,56902160877,600,rapid,NULL,NULL,1728,1809,resigned,win,11v11i11e11t1990,llonarda,7.0,5.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1850.0,3934.0,3739.0,359.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1728.0,1. d4  1... Nf6  2. Bf4  2... d6  3. e3  3... g6  4. c4  4... Bg7  5. Nc3  5... a6  6. Be2  6... O-O  7. e4  7... c6  8. e5  8... dxe5  9. dxe5  9... Nfd7  10. Nf3  10... Qb6  11. Qb3  11... e6  12. Qxb6  12... Nxb6  13. O-O  13... N8d7  14. b4  14... Re8  15. a4  15... Nf8  16. a5  16... Nbd7  17. c5  17... f6  18. Ne4  18... fxe5  19. Nd6  19... Re7  20. Bg5  20... Bf6  21. Bxf6  21... Nxf6  22. Nxe5  22... Nd5  23. Ra4  23... Nc3  24. Nxc8  24... Rxc8  25. Bd1  25... Nxa4  26. Bxa4  26... Rd8  27. Rd1  27... Rxd1+  28. Bxd1  28... Re8  29. Be2  29... Rd8  30. h3  30... Nd7  31. Nc4  31... Nf6  32. Nd6  32... Rd7  33. g4  33... Nd5  34. h4  34... Nxb4  35. f4  35... Nd5  36. f5  36... exf5  37. gxf5  37... gxf5  38. Nxf5  38... Rf7  39. Nd6  39... Rg7+  40. Kh2  40... Nf4  41. Bc4+  41... Kf8  42. Nf5  42... Rg2+  43. Kh1  43... Rc2  44. Nd6  44... Rb2  45. Bf1  45... Ne6  46. Bd3  46... Nxc5  47. Bxh7  47... Ra2  0-1,Indian-Game
1429,1429,56866822831,600,rapid,NULL,NULL,823,818,abandoned,win,11_AnhHuy,kertenkele_tengri,248.0,247.0,16.0,635.0,23.0,23.0,3.0,202.0,1.0,4.0,0.0,747.0,13.0,809.0,313.0,299.0,34.0,546.0,2.0,3.0,0.0,NULL,NULL,NULL,NULL,1068.0,14.0,823.0,1. d3  1... d5  2. e3  2... Nc6  3. d4  3... Nf6  4. Nc3  4... e5  5. dxe5  5... Nxe5  6. f3  6... Bb4  7. Bd2  7... O-O  8. f4  8... Nc6  0-1,Mieses-Opening
1430,1430,56889574095,600,rapid,NULL,NULL,1095,1102,checkmated,win,E3KUDO,12-NguyenTienDat,1205.0,1127.0,184.0,648.0,37.0,56.0,3.0,585.0,145.0,158.0,3.0,473.0,1.0,1102.0,763.0,708.0,43.0,NULL,NULL,NULL,NULL,421.0,1.0,0.0,0.0,444.0,15.0,1092.0,1. e4  1... e5  2. Nf3  2... Nc6  3. d4  3... exd4  4. Nxd4  4... Nxd4  5. Qxd4  5... Nf6  6. Be2  6... c5  7. Qd2  7... Nxe4  8. Qf4  8... Nf6  9. O-O  9... Be7  10. Bc4  10... O-O  11. Re1  11... Re8  12. Nd2  12... Qb6  13. b3  13... Bd6  14. Rxe8+  14... Nxe8  15. Qg4  15... Nf6  16. Qg5  16... h6  17. Qg6  17... Kh8  18. Qxf7  18... Bxh2+  19. Kxh2  19... Qd6+  20. Kg1  20... b6  21. Nf3  21... Bb7  22. Bb2  22... b5  23. Bd3  23... Bxf3  24. gxf3  24... Rf8  25. Qg6  25... Kg8  26. Bxf6  26... Rxf6  27. Qe8+  27... Rf8  28. Bh7+  28... Kxh7  29. Qxf8  29... Qxf8  30. Re1  30... Qxf3  31. Re7  31... Qd1+  32. Kg2  32... Qxc2  33. Rxd7  33... Qxa2  34. Rd5  34... Qxb3  35. Rxc5  35... a5  36. Rc8  36... Qd5+  37. f3  37... b4  38. Kg3  38... b3  39. f4  39... b2  40. Rb8  40... Qd3+  41. Kg4  41... Qc2  42. f5  42... b1=Q  43. Rxb1  43... Qxb1  44. Kf4  44... a4  45. f6  45... gxf6  46. Kg4  46... a3  47. Kh5  47... a2  48. Kg4  48... a1=Q  49. Kf4  49... Qa5  50. Kg3  50... Qb3+  51. Kh2  51... Qaa2+  52. Kg1  52... Qbb1#  0-1,Scotch-Game-3...exd4-4.Nxd4-Nxd4-5.Qxd4
1431,1431,56814589239,600,rapid,NULL,NULL,432,406,win,resigned,Ashmu1,1204TGT,504.0,517.0,103.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,490.0,1.0,406.0,29.0,37.0,4.0,NULL,NULL,NULL,NULL,359.0,0.0,2.0,0.0,566.0,12.0,453.0,1. e3  1... d5  1-0,Vant-Kruijs-Opening-1...d5
1432,1432,55740259329,600,rapid,71.26,58.8,533,453,win,timeout,1224adgvxdv,COAGULOSANGUINE0,7.0,14.0,3.0,520.0,0.0,2.0,0.0,408.0,0.0,3.0,0.0,579.0,NULL,358.0,3.0,5.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,409.0,NULL,570.0,1. e4  1... Nf6  2. Nf3  2... e6  3. d3  3... Bb4+  4. Ke2  4... d5  5. a3  5... Ba5  6. b4  6... Bb6  7. e5  7... a5  8. exf6  8... gxf6  9. Bd2  9... Rg8  10. Nc3  10... Rg4  11. h3  11... Rd4  12. Nxd4  12... e5  13. Nf3  13... Nc6  14. bxa5  14... Nd4+  15. Nxd4  15... exd4  16. Na4  16... Bxa5  17. Rc1  17... Qe7+  18. Kf3  18... Qe5  19. Qe1  19... Qxe1  20. Rxe1+  20... Kf8  21. Bxa5  21... Rxa5  22. Nb2  22... c5  23. c4  23... Be6  24. cxd5  24... Bxd5+  25. Kf4  25... Rxa3  26. Rc1  26... b6  27. Rg1  27... Rxd3  28. Bxd3  28... h5  29. Rge1  29... Be6  30. Na4  30... Bxh3  31. gxh3  31... Kg7  32. Nxb6  32... c4  33. Rg1+  33... Kh6  34. Rxc4  1-0,Alekhines-Defense-John-Tracy-Gambit
1433,1433,56911244783,600,rapid,NULL,NULL,1679,1607,checkmated,win,brondongponyo17,122adsaa,417.0,388.0,33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1607.0,22.0,17.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1679.0,1. e4  1... c5  2. Bc4  2... Nc6  3. d3  3... Nf6  4. Nf3  4... g6  5. Nc3  5... Bg7  6. h3  6... O-O  7. Bg5  7... d6  8. O-O  8... Na5  9. e5  9... Nxc4  10. dxc4  10... Ne8  11. exd6  11... Nxd6  12. Nd5  12... f6  13. Bh4  13... Nxc4  14. c3  14... Nxb2  15. Qb3  15... Nd3  16. Nxf6+  16... Kh8  17. Nd5  17... Be6  18. c4  18... Bxa1  19. Bxe7  19... Qd7  20. Bxf8  20... Bxd5  21. cxd5  21... Rxf8  22. Rxa1  22... Nf4  23. Re1  23... Qxd5  24. Qc3+  24... Kg8  25. Re5  25... Nxh3+  26. gxh3  26... Qxf3  27. Qxf3  27... Rxf3  28. Kg2  28... Rf5  29. Re7  29... Rf7  30. Re5  30... b6  31. Kf1  31... Rd7  32. Ke2  32... Kf7  33. f4  33... Kf6  34. h4  34... Re7  35. Rxe7  35... Kxe7  36. Kd3  36... Kd6  37. Kc4  37... Kc6  38. a3  38... a6  39. Kc3  39... Kd5  40. Kd3  40... b5  41. Kc3  41... c4  42. Kc2  42... Ke4  43. f5  43... Kxf5  44. Kc3  44... Kg4  45. Kd4  45... Kxh4  46. a4  46... Kg4  47. axb5  47... axb5  48. Kc3  48... h5  49. Kd4  49... h4  50. Kc3  50... h3  51. Kb4  51... h2  52. Kxb5  52... h1=Q  53. Kxc4  53... Qc1+  54. Kd3  54... Kf4  55. Kd4  55... Qe1  56. Kd3  56... g5  57. Kd4  57... g4  58. Kd5  58... g3  59. Kd6  59... g2  60. Kd7  60... g1=Q  61. Kc6  61... Qc1+  62. Kd5  62... Qgc5+  63. Ke6  63... Q1e3+  64. Kf6  64... Qee5+  65. Kg6  65... Qce7  66. Kh6  66... Q5g5#  0-1,Sicilian-Defense-Bowdler-Attack
1434,1434,52198251663,600,rapid,NULL,NULL,328,235,win,checkmated,febrisetiawa666,122kkk,19.0,26.0,3.0,260.0,1.0,1.0,1.0,431.0,8.0,15.0,0.0,NULL,NULL,272.0,2.0,7.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,455.0,NULL,360.0,1. e4  1... e5  2. Nf3  2... Qe7  3. Nc3  3... f6  4. d4  4... exd4  5. Nxd4  5... Nc6  6. Bf4  6... Nxd4  7. Qxd4  7... c5  8. Qa4  8... g5  9. Nd5  9... Qe6  10. Nc7+  10... Kd8  11. Nxe6+  11... Ke7  12. Nc7  12... Rb8  13. Qxa7  13... d6  14. Qxb8  14... Be6  15. Qe8#  1-0,Kings-Pawn-Opening-Kings-Knight-Gunderam-Defense
1435,1435,56907627527,600,rapid,64.76,52.64,991,938,win,resigned,12311111ABC,mhalqyan,213.0,175.0,28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,808.0,NULL,939.0,85.0,104.0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1160.0,26.0,991.0,1. e4  1... d5  2. exd5  2... Qxd5  3. Nc3  3... Qd8  4. d3  4... e6  5. a3  5... f5  6. Nf3  6... g6  7. g3  7... Nf6  8. Bg5  8... Be7  9. Bg2  9... Ng4  10. Qd2  10... Bxg5  11. Nxg5  11... O-O  12. h3  12... Nf6  13. O-O-O  13... c6  14. Rde1  14... Re8  15. g4  15... fxg4  16. hxg4  16... Nxg4  17. Qf4  17... Nf6  18. Nce4  18... Rf8  19. Nxf6+  19... Rxf6  20. Qe5  20... Nd7  21. Qe3  21... a5  22. Nxe6  22... Qe8  23. Nc7  23... Qxe3+  24. Rxe3  24... Rxf2  25. Nxa8  25... Rxg2  26. Rf1  26... Nf8  27. Re8  27... Kg7  28. Rxc8  28... Ne6  29. Nc7  29... Nd4  30. c3  30... Nb3+  31. Kd1  31... Rxb2  32. Ne6+  1-0,Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8
1436,1436,56904604013,600,rapid,NULL,NULL,823,836,resigned,win,samba888,123123awd,116.0,101.0,4.0,389.0,24.0,27.0,0.0,534.0,5.0,12.0,0.0,1169.0,20.0,836.0,6.0,6.0,0.0,NULL,NULL,NULL,NULL,494.0,0.0,2.0,0.0,409.0,NULL,804.0,1. e4  1... e5  2. Nf3  2... Nc6  3. Nc3  3... d6  4. Bc4  4... f5  5. d3  5... Nf6  6. Bg5  6... h6  7. Bxf6  7... Qxf6  8. Nd5  8... Qd8  9. O-O  9... g5  10. Nh4  10... gxh4  11. Qh5+  11... Kd7  12. Qf7+  12... Ne7  13. Nxe7  13... Bxe7  14. Be6+  14... Kc6  15. Bxc8  15... Rxc8  16. Qxf5  16... Rf8  17. Qh7  17... Bg5  18. Rae1  18... Qe8  19. c4  19... Qe6  20. b4  20... Rf7  21. b5+  21... Kd7  0-1,Three-Knights-Opening
1437,1437,429339413,1/259200,daily,NULL,NULL,1403,1600,win,timeout,GMKeres1916,1233nhan,3.0,0.0,0.0,1906.0,2.0,0.0,0.0,NULL,NULL,NULL,NULL,1981.0,53.0,1240.0,0.0,3.0,0.0,443.0,2.0,8.0,1.0,NULL,NULL,NULL,NULL,992.0,2.0,1927.0,1. e4  1-0,Kings-Pawn-Opening
1438,1438,56889580231,600,rapid,NULL,NULL,739,824,checkmated,win,12342314598079i8980,RustM0nster,2.0,9.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440.0,6.0,801.0,13.0,22.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,739.0,1. g4  1... e6  2. Nh3  2... d5  3. g5  3... Ne7  4. Rg1  4... Nbc6  5. Nf4  5... g6  6. d3  6... Qd6  7. Qd2  7... Bg7  8. a3  8... Bd7  9. Qb4  9... Nxb4  10. axb4  10... Qxb4+  11. c3  11... Qb5  12. Bh3  12... e5  13. Bxd7+  13... Qxd7  14. Ra5  14... exf4  15. Bxf4  15... a6  16. Ra3  16... O-O-O  17. Rb3  17... Qh3  18. Rg3  18... Qxh2  19. Kf1  19... Nf5  20. Rg4  20... Qh3+  21. Kg1  21... Qxg4+  22. Bg3  22... Nxg3  23. fxg3  23... Qxg3+  24. Kh1  24... Rhe8  25. e4  25... dxe4  26. dxe4  26... Rxe4  27. Nd2  27... Re1+  28. Nf1  28... Rxf1#  0-1,Grob-Opening
1439,1439,56935789805,60,bullet,NULL,NULL,543,573,timeout,win,MaydayMalone96,0082alamachqx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567.0,12.0,10.0,0.0,736.0,11.0,794.0,120.0,123.0,9.0,NULL,NULL,NULL,NULL,573.0,244.0,265.0,10.0,914.0,7.0,NULL,1. h3  1... e5  2. g4  2... g6  3. f3  3... h5  4. gxh5  4... gxh5  5. e3  5... Qe7  6. f4  6... exf4  7. Kf2  7... fxe3+  8. dxe3  8... d6  9. Bb5+  9... c6  10. Ba4  10... Kd8  11. Nf3  11... Bd7  12. Qd2  12... c5  13. Rd1  13... Bxa4  14. Nc3  14... Bc6  15. a3  15... Qf6  16. b4  16... Bxf3  17. bxc5  17... Bxd1+  18. Ke1  18... Bf3  19. Ne4  19... Bxe4  20. Qc3  20... Qxc3+  21. Kd1  21... Qxa1  22. Kd2  22... Qd4+  23. Ke2  23... Qxe3+  24. Kd1  24... Qf3+  25. Kd2  25... Qf2+  26. Kd1  26... Qh2  27. Bd2  27... Qxh3  28. Kc1  28... Qh1+  29. Kb2  29... Qh2  30. Kb3  30... Qxd2  31. Kb2  31... Be7  32. Kb3  32... Bf6  33. c3  33... Nc6  34. Ka4  34... a6  35. c4  35... b5+  36. Kb3  36... Qd3+  37. Ka2  37... Qd2+  38. Kb3  38... Qd3+  0-1,Grob-Opening-1...e5-2.h3
1440,1440,56935819923,180,blitz,NULL,NULL,548,513,timeout,win,0973268140gg,DmitryPavlenko,NULL,NULL,NULL,548.0,139.0,109.0,10.0,NULL,NULL,NULL,NULL,387.0,NULL,752.0,213.0,206.0,29.0,513.0,889.0,894.0,82.0,753.0,340.0,290.0,2.0,426.0,NULL,NULL,1. e4  1... e5  2. Nc3  2... d6  3. Nf3  3... Be6  4. d3  4... Nc6  5. Be2  5... Nf6  6. Nb5  6... b6  7. Nc3  7... a6  8. Bg5  8... Be7  9. Bxf6  9... Bxf6  10. Nh4  10... Bxh4  11. g3  11... Bf6  12. O-O  12... Nd4  13. Nd5  13... Nxe2+  14. Qxe2  14... Bxd5  15. exd5  15... b5  16. f4  16... Rc8  17. fxe5  17... dxe5  18. c3  18... Qxd5  19. d4  19... O-O  20. Qg4  20... exd4  21. Rf5  21... Qd6  22. Rh5  22... dxc3  23. bxc3  23... g6  24. Rh6  24... Bg7  25. Rh4  25... Rce8  26. Rf1  26... Re7  27. Qa4  27... Qd7  28. Qxa6  28... Qe8  29. Rhf4  29... Re1  30. Rxe1  30... Qxe1+  31. Kg2  31... Qxc3  32. Qxb5  32... Be5  33. Re4  33... Qd2+  34. Kf3  34... Qd1+  35. Ke3  35... Qe1+  36. Kd3  36... Rd8+  37. Kc4  37... Qxe4+  0-1,Vienna-Game-2...d6
1441,1441,56899875497,600,rapid,NULL,NULL,1001,987,resigned,win,13Kib,thratha,3151.0,3200.0,278.0,1073.0,1.0,3.0,0.0,497.0,3.0,10.0,0.0,787.0,NULL,1027.0,957.0,934.0,86.0,839.0,412.0,385.0,26.0,975.0,1.0,0.0,0.0,1869.0,21.0,1001.0,1. e3  1... e5  2. Qf3  2... Nf6  3. Nc3  3... Nc6  4. d3  4... Bb4  5. a3  5... Bxc3+  6. bxc3  6... O-O  7. Ne2  7... d5  8. g3  8... Ne7  9. c4  9... dxc4  10. dxc4  10... Bd7  11. e4  11... Bc6  12. Bg2  12... Bxe4  13. Qc3  13... Bxg2  14. Rg1  14... Bf3  15. Qxf3  15... Nc6  16. c3  16... Re8  17. g4  17... e4  18. Qf4  18... h6  19. g5  19... Nh5  20. Qh4  20... g6  21. Rg4  21... Ne5  22. Rxe4  22... Nf3+  0-1,Vant-Kruijs-Opening-1...e5
1442,1442,55109805261,1800,rapid,NULL,NULL,189,714,resigned,win,19jk,J3ANJ031,36.0,117.0,3.0,312.0,0.0,5.0,0.0,NULL,NULL,NULL,NULL,387.0,NULL,714.0,43.0,24.0,2.0,264.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,615.0,11.0,189.0,1. d4  1... e6  2. Nc3  2... c5  3. Be3  3... b6  4. Na4  4... Nc6  5. dxc5  5... b5  6. Nc3  6... b4  7. Na4  7... Qa5  8. Nb6  8... b3+  9. c3  9... bxa2  10. Nxa8  10... Bb7  11. Nc7+  11... Qxc7  0-1,Queens-Pawn-Opening-Horwitz-Defense
1443,1443,56781606593,600,rapid,NULL,NULL,317,296,resigned,win,HodKray,777KingWiz,129.0,157.0,23.0,864.0,0.0,3.0,0.0,NULL,NULL,NULL,NULL,786.0,4.0,296.0,219.0,250.0,32.0,273.0,3.0,23.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,338.0,1. d4  1... d5  2. Nc3  2... a5  3. Bf4  3... Nc6  4. g3  4... Nxd4  5. Qxd4  5... e6  6. Nb5  6... Bb4+  7. c3  7... Be7  8. Na7  8... Bd7  9. Rc1  9... c5  10. Qe3  10... Rxa7  11. Qe5  11... f6  12. Qh5+  12... g6  13. Qh6  13... Nxh6  0-1,Queens-Pawn-Opening-Chigorin-Variation
1444,1444,413959563,1/604800,daily,63.22,71.95,720,918,timeout,win,dream_stellar,90xblabla,0.0,3.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1091.0,NULL,1399.0,5.0,5.0,1.0,1215.0,16.0,16.0,1.0,NULL,NULL,NULL,NULL,2204.0,25.0,765.0,1. e4  1... e5  2. Bc4  2... Nc6  3. d3  3... Bc5  4. Nf3  4... Nf6  5. O-O  5... O-O  6. Nh4  6... d5  7. exd5  7... Nxd5  8. Nf3  8... a6  9. b3  9... b5  10. d4  10... Nxd4  11. Bd3  11... Nxf3+  12. Qxf3  12... Nf4  13. Qxa8  13... Nxd3  14. cxd3  14... Bd4  15. Nc3  15... Bxc3  16. Rb1  16... Qxd3  17. Be3  17... Bh3  18. Qf3  18... Be6  19. Bc5  19... Qxf3  20. gxf3  20... Re8  21. Rfc1  21... Bf5  22. Rxc3  22... Bxb1  23. Bb4  23... f6  24. Rxc7  24... Bxa2  25. Rc3  25... Rd8  26. Kg2  26... g5  27. Ba5  27... Rd6  28. Rc8+  28... Kf7  29. Bb4  29... Rd7  30. Rf8+  30... Ke6  31. Ba5  31... Bxb3  32. Bd8  32... Rf7  33. Re8+  33... Kd7  34. Rg8  34... a5  0-1,Bishops-Opening
1445,1445,56869816927,600,rapid,58.18,51.61,737,684,win,checkmated,AaronMukaz,solivan7,10.0,7.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,435.0,NULL,684.0,55.0,79.0,13.0,354.0,0.0,8.0,0.0,NULL,NULL,NULL,NULL,471.0,10.0,737.0,1. e4  1... e5  2. Nf3  2... f6  3. Bd3  3... c5  4. Nc3  4... a6  5. b3  5... b6  6. a4  6... Nc6  7. O-O  7... Nd4  8. Nxd4  8... exd4  9. Ne2  9... d6  10. Ng3  10... d5  11. Qe2  11... Qe7  12. Nf5  12... Qe5  13. Bb2  13... g6  14. c4  14... gxf5  15. cxd5  15... fxe4  16. Bxe4  16... Bd6  17. g3  17... Nh6  18. Qf3  18... O-O  19. Rae1  19... Bg4  20. Bxh7+  20... Kxh7  21. Qd3+  21... Bf5  22. Rxe5  22... Bxd3  23. Re6  23... Bxf1  24. Kxf1  24... Rad8  25. Bc1  25... Rfe8  26. Rxf6  26... Re5  27. d3  27... Ng4  28. Rf7+  28... Kg6  29. Rf4  29... Nxh2+  30. Kg2  30... Re1  31. Bd2  31... Rd1  32. Kxh2  32... Bxf4  33. Bxf4  33... Rf8  34. d6  34... Rd8  35. g4  35... Rd2  36. Bxd2  36... Rh8+  37. Kg3  37... Rd8  38. Bf4  38... a5  39. f3  39... Rd7  40. Kh3  40... Rd8  41. g5  41... Rd7  42. Be5  42... Rd8  43. f4  43... Rd7  44. Kg4  44... Rd8  45. f5+  45... Kf7  46. g6+  46... Kg8  47. f6  47... Re8  48. f7+  48... Kf8  49. fxe8=Q+  49... Kxe8  50. g7  50... Kf7  51. d7  51... c4  52. d8=Q  52... cxb3  53. g8=Q#  1-0,Kings-Pawn-Opening-Kings-Knight-Damiano-Defense
